L1	L2	L3	Other	Description	KO
Human Diseases	Cancers	Pathways in cancer	ko05200	"TNFSF6, FASL, tumor necrosis factor ligand superfamily member 6"	K04389
Human Diseases	Cancers	Pathways in cancer	ko05200	"TNFRSF6, FAS, tumor necrosis factor receptor superfamily member 6"	K04390
Human Diseases	Cancers	Pathways in cancer	ko05200	"FADD, FAS (TNFRSF6)-associated via death domain"	K02373
Human Diseases	Cancers	Pathways in cancer	ko05200	"CASP8, caspase 8 [EC:3.4.22.61]"	K04398
Human Diseases	Cancers	Pathways in cancer	ko05200	"BID, BH3 interacting domain death agonist"	K04726
Human Diseases	Cancers	Pathways in cancer	ko05200	"CYC, cytochrome c"	K08738
Human Diseases	Cancers	Pathways in cancer	ko05200	"VHL, von Hippel-Lindau disease tumor supressor"	K03871
Human Diseases	Cancers	Pathways in cancer	ko05200	"TCEB1, transcription elongation factor B, polypeptide 1"	K03872
Human Diseases	Cancers	Pathways in cancer	ko05200	"TCEB2, transcription elongation factor B, polypeptide 2"	K03873
Human Diseases	Cancers	Pathways in cancer	ko05200	"RBX1, ROC1, RING-box protein 1"	K03868
Human Diseases	Cancers	Pathways in cancer	ko05200	"CUL2, cullin 2"	K03870
Human Diseases	Cancers	Pathways in cancer	ko05200	"EGLN, HPH, hypoxia-inducible factor prolyl hydroxylase [EC:1.14.11.-]"	K09592
Human Diseases	Cancers	Pathways in cancer	ko05200	"E4.2.1.2B, fumC, fumarate hydratase, class II [EC:4.2.1.2]"	K01679
Human Diseases	Cancers	Pathways in cancer	ko05200	"HIF1A, hypoxia-inducible factor 1 alpha"	K08268
Human Diseases	Cancers	Pathways in cancer	ko05200	"HIF2A, EPAS1, hypoxia-inducible factor 2 alpha"	K09095
Human Diseases	Cancers	Pathways in cancer	ko05200	"ARNT, aryl hydrocarbon receptor nuclear translocator"	K09097
Human Diseases	Cancers	Pathways in cancer	ko05200	"ARNT2, aryl hydrocarbon receptor nuclear translocator 2"	K15589
Human Diseases	Cancers	Pathways in cancer	ko05200	"EP300, CREBBP, KAT3, E1A/CREB-binding protein [EC:2.3.1.48]"	K04498
Human Diseases	Cancers	Pathways in cancer	ko05200	"SLC2A1, GLUT1, MFS transporter, SP family, solute carrier family 2 (facilitated glucose transporter), member 1"	K07299
Human Diseases	Cancers	Pathways in cancer	ko05200	"SHH, sonic hedgehog"	K11988
Human Diseases	Cancers	Pathways in cancer	ko05200	"PTCH1, patched 1"	K06225
Human Diseases	Cancers	Pathways in cancer	ko05200	"SMO, smoothened"	K06226
Human Diseases	Cancers	Pathways in cancer	ko05200	"COS2, costal 2"	K06227
Human Diseases	Cancers	Pathways in cancer	ko05200	"FU, fused [EC:2.7.11.1]"	K06228
Human Diseases	Cancers	Pathways in cancer	ko05200	"SUFU, suppressor of fused"	K06229
Human Diseases	Cancers	Pathways in cancer	ko05200	"GLI, zinc finger protein GLI"	K06230
Human Diseases	Cancers	Pathways in cancer	ko05200	"BMP2_4, bone morphogenetic protein 2/4"	K04662
Human Diseases	Cancers	Pathways in cancer	ko05200	"HHIP, hedgehog interacting protein"	K06231
Human Diseases	Cancers	Pathways in cancer	ko05200	"PTCH2, patched 2"	K11101
Human Diseases	Cancers	Pathways in cancer	ko05200	"NR3C4, AR, androgen receptor"	K08557
Human Diseases	Cancers	Pathways in cancer	ko05200	"htpG, HSP90A, molecular chaperone HtpG"	K04079
Human Diseases	Cancers	Pathways in cancer	ko05200	"HSP90B, TRA1, heat shock protein 90kDa beta"	K09487
Human Diseases	Cancers	Pathways in cancer	ko05200	"KLK3, semenogelase [EC:3.4.21.77]"	K01351
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"RUNX1, AML1, runt-related transcription factor 1"	K08367
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"CSF1R, FMS, macrophage colony-stimulating factor 1 receptor [EC:2.7.10.1]"	K05090
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"MPO, myeloperoxidase [EC:1.11.2.2]"	K10789
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"CSF2, GMCSF, granulocyte-macrophage colony-stimulating factor"	K05427
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"IL3, interleukin 3"	K04736
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"RUNX1T1, CBFA2T1, runt-related transcription factor 1, translocated to, 1"	K10053
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"HDAC1_2, histone deacetylase 1/2 [EC:3.5.1.98]"	K06067
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"SIN3A, paired amphipathic helix protein Sin3a"	K11644
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"NCOR1, N-CoR, nuclear receptor co-repressor 1"	K04650
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"CEBPA, CCAAT/enhancer binding protein (C/EBP), alpha"	K09055
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"SPI1, transcription factor PU.1"	K09438
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"CD14, CD14 antigen"	K04391
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"ITGAM, integrin alpha M"	K06461
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"FCGR1A, CD64, high affinity immunoglobulin gamma Fc receptor I"	K06498
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"JUP, junction plakoglobin"	K10056
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"PML, TRIM19, probable transcription factor PML"	K10054
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"NR1B1, RARA, retinoic acid receptor alpha"	K08527
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"CEBPE, CCAAT/enhancer binding protein (C/EBP), epsilon"	K10051
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"BCL2A1, hematopoietic BCL2-related protein A1"	K02162
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"ZBTB16, PLZF, zinc finger and BTB domain-containing protein 16"	K10055
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"MYC, Myc proto-oncogene protein"	K04377
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"TCF3, E2A, transcription factor E2-alpha"	K09063
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"PBX1, pre-B-cell leukemia transcription factor 1"	K09355
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"WNT16, wingless-type MMTV integration site family, member 16"	K01558
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"ETV6_7, yan, ETS translocation variant 6/7"	K03211
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"TRAV, T cell receptor alpha chain V region"	K10784
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"TRBV, T-cell receptor beta chain V region"	K10785
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"ELANE, leukocyte elastase [EC:3.4.21.37]"	K01327
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"GZMB, granzyme B [EC:3.4.21.79]"	K01353
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"MLL1, histone-lysine N-methyltransferase MLL1 [EC:2.1.1.43]"	K09186
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"AFF1, AF4/FMR2 family member 1"	K15184
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"CDK9, cyclin-dependent kinase 9 [EC:2.7.11.22 2.7.11.23]"	K02211
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"CCNT, cyclin T"	K15188
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"MLLT1_3, ENL, AF9, YEATS domain-containing protein 1/3"	K15187
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"DOT1L, DOT1, histone-lysine N-methyltransferase, H3 lysine-79 specific [EC:2.1.1.43]"	K11427
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"LMO2, rhombotin-2"	K15612
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"PBX3, pre-B-cell leukemia transcription factor 3"	K15610
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"RUNX2, AML3, runt-related transcription factor 2"	K09278
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"KLF3, krueppel-like factor 3"	K15605
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"MEF2C, MADS-box transcription enhancer factor 2C"	K04454
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"JMJD1C, jumonji domain-containing protein 1C [EC:1.14.11.-]"	K11449
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"HMGA2, high mobility group AT-hook protein 2"	K09283
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"UTX, UTY, histone demethylase [EC:1.14.11.-]"	K11447
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"SUPT3H, SPT3, transcription initiation protein SPT3"	K11313
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"PROM1, prominin 1"	K06532
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"FLT3, FLK2, fms-related tyrosine kinase 3 [EC:2.7.10.1]"	K05092
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"BMP2K, BIKE, BMP2 inducible kinase [EC:2.7.11.1]"	K08854
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"IGF1R, insulin-like growth factor 1 receptor [EC:2.7.10.1]"	K05087
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"CDKN1B, P27, KIP1, cyclin-dependent kinase inhibitor 1B"	K06624
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"CDK14, PFTK1, cyclin-dependent kinase 14 [EC:2.7.11.22]"	K08821
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"MEIS1, homeobox protein Meis 1"	K15613
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"SIX1, homeobox protein SIX1"	K15614
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"SIX4, homeobox protein SIX4"	K15615
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"EYA1, eyes absent homolog 1 [EC:3.1.3.48]"	K15616
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"CDKN2C, P18, INK4C, cyclin-dependent kinase inhibitor 2C"	K06622
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"HPGD, 15-hydroxyprostaglandin dehydrogenase (NAD) [EC:1.1.1.141]"	K00069
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"GRIA3, glutamate receptor 3"	K05199
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"FUT8, glycoprotein 6-alpha-L-fucosyltransferase [EC:2.4.1.68]"	K00717
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"TLX3, HOX11L2, T-cell leukemia homeobox protein 3"	K15607
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"TLX1, HOX11, T-cell leukemia homeobox protein 1"	K09340
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"CCR7, C-C chemokine receptor type 7"	K04182
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"LDB1, LIM domain-binding protein 1"	K15617
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"LYL1, protein lyl-1"	K15604
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"HHEX, HEX, PRH, homeobox protein HEX"	K08024
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"PTCRA, pre T-cell antigen receptor alpha"	K06056
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"REL, c-Rel proto-oncogene protein"	K09254
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"TRAF1, TNF receptor-associated factor 1"	K03172
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"BCL2L1, bcl-xL, BCL2-like 1 (apoptosis regulator Bcl-X)"	K04570
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"CD86, CD86 antigen"	K05413
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"TNFRSF5, CD40, tumor necrosis factor receptor superfamily member 5"	K03160
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"BCL6, B-cell lymphoma 6 protein"	K15618
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"IGH, immunoglobulin heavy chain"	K06856
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"CMAF, MAF, transcription factor Maf"	K09035
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"CCND2, cyclin D2"	K10151
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"ITGB7, integrin beta 7"	K06590
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"WHSC1, MMSET, NSD2, histone-lysine N-methyltransferase NSD2 [EC:2.1.1.43]"	K11424
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"H3, histone H3"	K11253
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"PAX5, paired box protein 5"	K09383
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"PAX8, paired box protein 8"	K09293
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"NR1C3, PPARG, peroxisome proliferator-activated receptor gamma"	K08530
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"NR2B1, RXRA, retinoid X receptor alpha"	K08524
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"NR2B2, RXRB, retinoid X receptor beta"	K08525
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"NR2B3, RXRG, retinoid X receptor gamma"	K08526
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"PRCC, proline-rich protein PRCC"	K13105
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"TFE3, transcription factor E3"	K09105
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"CDKN1A, P21, CIP1, cyclin-dependent kinase inhibitor 1A"	K06625
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"TMPRSS2, transmembrane protease, serine 2"	K09633
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"ERG, transcriptional regulator ERG"	K09435
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"PLAU, urokinase plasminogen activator [EC:3.4.21.73]"	K01348
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"PLAT, tissue plasminogen activator [EC:3.4.21.68]"	K01343
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"MMP3, matrix metalloproteinase-3 (stromelysin 1, progelatinase) [EC:3.4.24.17]"	K01394
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"MMP9, matrix metalloproteinase-9 (gelatinase B) [EC:3.4.24.35]"	K01403
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"SPINT1, Kunitz-type protease inhibitor 1"	K15619
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"IL1R2, interleukin 1 receptor type II"	K04387
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"ETV1, ets translocation variant 1"	K09431
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"ETV4, ets translocation variant 4"	K15592
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"ETV5, ets translocation variant 5"	K15593
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"SLC45A3, solute carrier family 45, member 3"	K15379
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"ELK4, SAP1, ETS domain-containing protein Elk-4"	K04376
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"DDX5, DBP2, ATP-dependent RNA helicase DDX5/DBP2 [EC:3.6.4.13]"	K12823
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"NMYC, MYCN, N-myc proto-oncogene protein"	K09109
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"MAX, Max protein"	K04453
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"MDM2, E3 ubiquitin-protein ligase Mdm2 [EC:6.3.2.19]"	K06643
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"PTK2, FAK, PTK2 protein tyrosine kinase 2 [EC:2.7.10.2]"	K05725
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"TP53, P53, tumor protein p53"	K04451
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"PCGF4, BMI1, polycomb group RING finger protein 4"	K11459
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"SP1, transcription factor Sp1"	K04684
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"ZBTB17, MIZ1, zinc finger and BTB domain-containing protein 17"	K10500
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"NTRK1, TRKA, neurotrophic tyrosine kinase receptor type 1 [EC:2.7.10.1]"	K03176
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"NGFR, nerve growth factor receptor (TNFR superfamily member 16)"	K02583
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"MEN1, MNN1, menin"	K14970
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"EWSR1, RNA-binding protein EWS"	K13209
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"FLI1, friend leukemia integration 1 transcription factor"	K09436
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"IGF1, insulin-like growth factor 1"	K05459
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"TGFBR2, TGF-beta receptor type-2 [EC:2.7.11.30]"	K04388
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"IGFBP3, insulin-like growth factor-binding protein 3"	K10138
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"FEV, ETS oncogene family protein FEV"	K09437
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"ATF1, activating transcription factor 1"	K09053
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"ARNT2, aryl hydrocarbon receptor nuclear translocator 2"	K15589
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"ATM, TEL1, ataxia telangiectasia mutated family protein [EC:2.7.11.1]"	K04728
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"GOLPH3, GPP34, golgi phosphoprotein 3"	K15620
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"WT1, Wilms tumor protein 1"	K09234
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"PDGFA_B, platelet derived growth factor A/B"	K04359
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"IL2RB, interleukin 2 receptor beta"	K05069
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"BAIAP3, BAI1-associated protein 3"	K15621
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"TM4SF2, MXS1, transmembrane 4 superfamily member 2"	K06571
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"MLF1, myeloid leukemia factor 1"	K15622
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"NR4A3, NOR1, nuclear receptor subfamily 4 group A member 3"	K08559
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"TAF15, transcription initiation factor TFIID subunit 15"	K14651
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"TLS, FUS, RNA-binding protein FUS"	K13098
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"DDIT3, GADD153, DNA damage-inducible transcript 3"	K04452
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"CEBPB, CCAAT/enhancer binding protein (C/EBP), beta"	K10048
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"IL6, interleukin 6"	K05405
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"NFKBIZ, NF-kappa-B inhibitor zeta"	K14242
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"NFKB1, nuclear factor NF-kappa-B p105 subunit"	K02580
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"RELA, transcription factor p65"	K04735
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"IL8, CXCL8, interleukin 8"	K10030
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"FOXO1, forkhead box protein O1"	K07201
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"FLT1, VEGFR1, FMS-like tyrosine kinase 1 [EC:2.7.10.1]"	K05096
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"SS18, SSXT, SYT, protein SSXT"	K15623
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"SSX1, protein SSX1"	K15624
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"SSX2, protein SSX2"	K15625
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"NUPR1, COM1, nuclear protein, 1"	K15626
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"ASPSCR1, ASPL, tether containing UBX domain for GLUT4"	K15627
Human Diseases	Cancers	Transcriptional misregulation in cancers	ko05202	"MET, HGFR, proto-oncogene tyrosine-protein kinase Met [EC:2.7.10.1]"	K05099
Human Diseases	Cancers	Chemical carcinogenesis	ko05204	"CYP1A1, cytochrome P450, family 1, subfamily A, polypeptide 1 [EC:1.14.14.1]"	K07408
Human Diseases	Cancers	Chemical carcinogenesis	ko05204	"CYP3A, cytochrome P450, family 3, subfamily A [EC:1.14.14.1]"	K07424
Human Diseases	Cancers	Chemical carcinogenesis	ko05204	"PTGS2, COX2, prostaglandin-endoperoxide synthase 2 [EC:1.14.99.1]"	K11987
Human Diseases	Cancers	Chemical carcinogenesis	ko05204	"nat, arylamine N-acetyltransferase [EC:2.3.1.5]"	K00622
Human Diseases	Cancers	Chemical carcinogenesis	ko05204	"CYP1A2, cytochrome P450, family 1, subfamily A, polypeptide 2 [EC:1.14.14.1]"	K07409
Human Diseases	Cancers	Chemical carcinogenesis	ko05204	"SULT1A, aryl sulfotransferase [EC:2.8.2.1]"	K01014
Human Diseases	Cancers	Chemical carcinogenesis	ko05204	"CYP1B1, cytochrome P450, family 1, subfamily B, polypeptide 1 [EC:1.14.14.1]"	K07410
Human Diseases	Cancers	Chemical carcinogenesis	ko05204	"CYP2C, cytochrome P450, family 2, subfamily C [EC:1.14.14.1]"	K07413
Human Diseases	Cancers	Chemical carcinogenesis	ko05204	"EPHX1, microsomal epoxide hydrolase [EC:3.3.2.9]"	K01253
Human Diseases	Cancers	Chemical carcinogenesis	ko05204	"ARNT, aryl hydrocarbon receptor nuclear translocator"	K09097
Human Diseases	Cancers	Chemical carcinogenesis	ko05204	"GST, gst, glutathione S-transferase [EC:2.5.1.18]"	K00799
Human Diseases	Cancers	Chemical carcinogenesis	ko05204	"GSTK1, glutathione S-transferase kappa 1 [EC:2.5.1.18]"	K13299
Human Diseases	Cancers	Chemical carcinogenesis	ko05204	"SULT2A1, bile-salt sulfotransferase [EC:2.8.2.14]"	K11822
Human Diseases	Cancers	Chemical carcinogenesis	ko05204	"CHRNA7, nicotinic acetylcholine receptor alpha-7"	K04809
Human Diseases	Cancers	Chemical carcinogenesis	ko05204	"CBR1, carbonyl reductase 1 [EC:1.1.1.184 1.1.1.189 1.1.1.197]"	K00079
Human Diseases	Cancers	Chemical carcinogenesis	ko05204	"HSD11B1, corticosteroid 11-beta-dehydrogenase isozyme 1 [EC:1.1.1.146]"	K15680
Human Diseases	Cancers	Chemical carcinogenesis	ko05204	"CYP2A, cytochrome P450, family 2, subfamily A [EC:1.14.14.1]"	K07411
Human Diseases	Cancers	Chemical carcinogenesis	ko05204	"UGT, glucuronosyltransferase [EC:2.4.1.17]"	K00699
Human Diseases	Cancers	Chemical carcinogenesis	ko05204	"CYP2E, cytochrome P450, family 2, subfamily E [EC:1.14.14.1]"	K07415
Human Diseases	Cancers	Chemical carcinogenesis	ko05204	"CYP2B, cytochrome P450, family 2, subfamily B [EC:1.14.14.1]"	K07412
Human Diseases	Cancers	Chemical carcinogenesis	ko05204	"E1.2.1.5, aldehyde dehydrogenase (NAD(P)+) [EC:1.2.1.5]"	K00129
Human Diseases	Cancers	Chemical carcinogenesis	ko05204	"ADH1_7, alcohol dehydrogenase 1/7 [EC:1.1.1.1]"	K13951
Human Diseases	Cancers	Chemical carcinogenesis	ko05204	"ADH4, alcohol dehydrogenase 4 [EC:1.1.1.1]"	K13980
Human Diseases	Cancers	Chemical carcinogenesis	ko05204	"ADH6, alcohol dehydrogenase 6 [EC:1.1.1.1]"	K13952
Human Diseases	Cancers	Chemical carcinogenesis	ko05204	"frmA, ADH5, adhC, S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]"	K00121
Human Diseases	Cancers	Chemical carcinogenesis	ko05204	"CCBL, kynurenine---oxoglutarate transaminase / cysteine-S-conjugate beta-lyase / glutamine---phenylpyruvate transaminase [EC:2.6.1.7 4.4.1.13 2.6.1.64]"	K00816
Human Diseases	Cancers	Viral carcinogenesis	ko05203	"SRC, proto-oncogene tyrosine-protein kinase Src [EC:2.7.10.2]"	K05704
Human Diseases	Cancers	Viral carcinogenesis	ko05203	"HRAS, GTPase HRas"	K02833
Human Diseases	Cancers	Viral carcinogenesis	ko05203	"KRAS, KRAS2, GTPase KRas"	K07827
Human Diseases	Cancers	Viral carcinogenesis	ko05203	"NRAS, GTPase NRas"	K07828
Human Diseases	Cancers	Viral carcinogenesis	ko05203	"ERK1_2, extracellular signal-regulated kinase 1/2 [EC:2.7.11.24]"	K04371
Human Diseases	Cancers	Viral carcinogenesis	ko05203	"CREB1, cAMP response element-binding protein 1"	K05870
Human Diseases	Cancers	Viral carcinogenesis	ko05203	"ATF2, CREBP1, activating transcription factor 2"	K04450
Human Diseases	Cancers	Viral carcinogenesis	ko05203	"ATF4, CREB2, activating transcription factor 4"	K04374
Human Diseases	Cancers	Viral carcinogenesis	ko05203	"CREB3, cAMP response element-binding protein 3"	K09048
Human Diseases	Cancers	Viral carcinogenesis	ko05203	"CREB5, CREBPA, cAMP response element-binding protein 5"	K09047
Human Diseases	Cancers	Viral carcinogenesis	ko05203	"CREBL1, cAMP response element-binding protein-like 1"	K09049
Human Diseases	Cancers	Viral carcinogenesis	ko05203	"DDB1, DNA damage-binding protein 1"	K10610
Human Diseases	Cancers	Viral carcinogenesis	ko05203	"YWHAB_Q_Z, 14-3-3 protein beta/theta/zeta"	K16197
Human Diseases	Cancers	Viral carcinogenesis	ko05203	"YWHAE, 14-3-3 protein epsilon"	K06630
Human Diseases	Cancers	Viral carcinogenesis	ko05203	"YWHAG_H, 14-3-3 protein gamma/eta"	K16198
Human Diseases	Cancers	Viral carcinogenesis	ko05203	"JAK1, Janus kinase 1 [EC:2.7.10.2]"	K11217
Human Diseases	Cancers	Viral carcinogenesis	ko05203	"STAT3, signal transducer and activator of transcription 3"	K04692
Human Diseases	Cancers	Viral carcinogenesis	ko05203	"STAT5A, signal transducer and activator of transcription 5A"	K11223
Human Diseases	Cancers	Viral carcinogenesis	ko05203	"STAT5B, signal transducer and activator of transcription 5B"	K11224
Human Diseases	Cancers	Viral carcinogenesis	ko05203	"CASP3, caspase 3 [EC:3.4.22.56]"	K02187
Human Diseases	Cancers	Viral carcinogenesis	ko05203	"HPN, hepsin (transmembrane protease, serine 1) [EC:3.4.21.-]"	K08665
