# Constructed from biom file																																																																																																																
#OTU ID	RSG.MB4	UNKG.MB2	LSG.MB6	LSG.MB9	EPRC.MB16	UNKG.MB31	LSG.MB20	LSG.MB7	LSG.MB4	UNKG.MB21	LSG.MB14	UNKG.MB32	EPRC.MB13	RSG.MB2	UNKG.MB6	LSG.MB10	UNKG.MB8	UNKG.MB14	LSG.MB16	LSG.MB8	EPRC.MB9	RSG.MB1	LSG.MB12	LSG.MB15	UNKG.MB35	UNKG.MB17	LSG.MB2	RSG.MB6	PZ.MB7	UNKG.MB27	UNKG.MB4	RSG.MB3	LSG.MB1	UNKG.MB28	EPRC.MB2	SZ.MB8	SZ.MB7	EPRC.MB14	PZ.MB4	UNKG.MB38	SZ.MB11	PZ.MB1	UNKG.MB25	EPRC.MB15	SZ.MB6	EPRC.MB17	EPRC.MB18	EPRC.MB8	EPRC.MB12	EPRC.MB4	PZ.MB9	UNKG.MB11	SZ.MB3	PZ.MB10	PZ.MB2	UNKG.MB12	UNKG.MB5	PZ.MB3	PZ.MB12	UNKG.MB18	EPRC.MB11	SZ.MB5	EPRC.MB3	UNKG.MB36	UNKG.MB37	UNKG.MB33	UNKG.MB15	SZ.MB1	UNKG.MB26	EPRC.MB7	LSG.MB5	UNKG.MB23	UNKG.MB1	UNKG.MB16	UNKG.MB34	RSG.MB5	UNKG.MB20	UNKG.MB19	UNKG.MB10	UNKG.MB24	PZ.MB6	LFG.MB1	UNKG.MB13	EPRC.MB1	LSG.MB17	PZ.MB8	LSG.MB11	EPRC.MB10	UNKG.MB7	PZ.MB5	LSG.MB3	SZ.MB14	PZ.MB11	EPRC.MB5	SZ.MB13	UNKG.MB30	UNKG.MB3	RSG.MB7	LSG.MB19	SZ.MB2	LSG.MB18	UNKG.MB9	UNKG.MB22	LSG.MB13	UNKG.MB29	SZ.MB4	SZ.MB10	SZ.MB15	SZ.MB12	EPRC.MB6	SZ.MB9	KEGG_Pathways
Gastric acid secretion	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Organismal Systems; Digestive System; Gastric acid secretion
General function prediction only	1703030	2026023	2590264	2176884	1423316	1351984	1417878	1906017	1946100	1671057	1541581	1932873	1571533	1978239	1924927	1765557	1924821	1666589	1816156	1954287	1694811	1715241	1981469	1517205	1640806	1953730	2101565	2049626	1655778	1578026	1833174	1951210	1457537	1797282	1961025	1930912	1714216	1591978	1361784	1545125	1670130	2450878	1970117	1507566	1702567	1665011	1858846	1374940	1531755	2461088	1611390	1251409	1846873	1433048	1533824	2108729	2217660	1698907	1535973	1787233	1581393	1938093	1645761	1492285	2052020	1437761	1584508	1398288	1219805	2049090	1526872	1076661	1664772	1969843	1539896	1355831	1241353	1604256	1330009	1242437	1416975	1787871	1701631	1975121	1843457	1598459	2092138	2139799	1726307	1494971	1469086	1682424	1424084	2149560	2073219	1667389	2156843	1795661	1964435	1637369	1583648	1526839	1598632	1706919	1537603	2254885	1712439	888055	1374785	1544917	1346916	Unclassified; Poorly Characterized; General function prediction only
Geraniol degradation	13436	10912	10663	18268	8578	12175	11897	12071	18199	14470	14453	19713	34823	13652	14851	14953	10072	15345	17385	17394	11451	19366	10136	14696	12925	14236	13415	9321	12978	16026	11461	13672	14257	17087	22199	15453	11751	14844	11686	20708	13361	12368	14833	14621	13045	21859	26086	16814	33911	35022	12014	13366	8053	12136	14286	16767	8635	15792	13342	14901	32634	10404	12316	15279	18972	14748	18078	14607	11702	26326	16040	8784	9838	17561	13395	15129	11873	18633	9603	11824	14079	19825	13995	29770	15225	14245	19500	43997	12623	13084	20238	14826	9685	47398	13317	15620	11725	14524	23240	11861	13021	12078	15573	13149	23895	7423	8139	6100	9134	22970	10666	Metabolism; Metabolism of Terpenoids and Polyketides; Geraniol degradation
Germination	53450	57369	69576	72415	21672	42188	46833	53645	57952	58048	53603	75194	27814	59662	60191	48239	54395	42981	67040	62091	24363	51676	45834	57233	53934	64965	64595	54319	54276	60398	57828	64300	50789	71395	30690	44455	41369	32381	48235	41039	36446	78436	63715	23354	46048	21160	22389	27295	22050	43664	53028	42878	37378	43941	42695	64005	54556	45849	42772	54338	20177	43815	42308	49242	73790	53339	50189	46204	46798	26437	56297	35782	51412	66983	57335	35821	42875	52780	40496	48579	43516	68663	51006	36894	66511	44640	77993	35195	53466	58638	46156	42960	42551	16428	46940	57487	62780	52218	57460	38054	56880	51072	53338	51858	48822	54099	40023	24309	31972	34524	35885	Unclassified; Cellular Processes and Signaling; Germination
Glioma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Human Diseases; Cancers; Glioma
Glutamatergic synapse	51021	61027	76509	67139	42772	41891	42235	56521	59724	50737	47510	59508	47464	58190	57414	53056	58234	51204	55788	60780	47871	51502	56771	46658	49778	57827	63204	60687	45612	48628	54703	56882	44141	55085	59219	58915	51186	42372	38463	47657	50343	64816	58419	44641	48903	44974	54015	40453	46204	74797	44538	39268	50143	39538	46009	64882	65914	49310	43778	54500	44940	56739	48110	46512	61693	44206	49770	40444	37734	60788	48047	31857	50733	60429	46815	39787	38260	48472	40480	37518	41306	54817	53242	59184	55522	45667	62522	65486	52580	41870	44107	51710	39176	64473	57121	51221	63880	53773	60187	47042	47216	46520	48918	51174	48288	56843	51695	26744	41815	44809	39138	Organismal Systems; Nervous System; Glutamatergic synapse
Glutathione metabolism	67723	73430	82410	78639	72005	53709	65428	75274	93348	62232	58571	76384	96778	79288	74236	68711	72672	76730	70330	73616	98038	84457	68236	59268	62296	71245	75596	73685	64309	63078	68389	72659	59120	68510	91212	70937	60598	71224	54429	68525	60351	85996	74256	85574	62530	87070	130897	62260	98701	116751	58185	50953	55860	57116	58115	82759	74867	69556	63508	71619	88036	69411	62567	58102	78887	56058	67765	56215	46466	116811	64794	43604	64314	77018	58712	66120	48410	81195	49126	48271	57149	72630	67685	91606	69750	63684	79194	113311	65103	57416	79386	61254	55169	125360	70505	62878	81163	73129	101039	60530	63441	57712	68100	65950	67879	66316	60910	34280	49589	70189	49947	Metabolism; Metabolism of Other Amino Acids; Glutathione metabolism
Glycan bindng proteins	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Environmental Information Processing; Signaling Molecules and Interaction; Glycan bindng proteins
Glycan biosynthesis and metabolism	11052	12424	15370	10190	11023	9246	11246	11175	15907	9453	8887	11642	8699	12282	10018	10003	13869	12239	11325	9997	10944	13337	6617	9667	11112	12438	12649	16639	15543	12504	13227	11205	9957	10929	11216	15382	5612	7483	11795	8859	5442	23955	10514	10131	13329	9963	15672	12163	8782	11799	14250	8684	15508	13778	13567	15323	7650	16861	14276	9166	7111	16735	13498	9117	13209	9502	11343	13676	8298	12507	12859	7626	11911	11533	10612	9445	7879	13022	7889	8531	14870	13960	12043	8467	11622	17084	11142	9178	11547	12233	13096	9621	11228	7482	13040	10166	11038	15914	14853	13030	12382	10096	10496	9383	8497	29571	14597	5979	13250	9237	9356	Unclassified; Metabolism; Glycan biosynthesis and metabolism
Glycerolipid metabolism	198730	253329	355160	254665	165459	153088	162429	232459	217785	195706	177915	214477	177253	242499	233414	208057	242541	195721	206302	225129	189198	195373	252112	171139	193826	234156	260237	276156	174382	175249	229135	236375	165249	199084	233928	243844	200947	192973	141500	180238	189879	281037	236396	173568	216071	213979	200981	188875	173755	299779	174226	137166	195952	150931	158313	254222	288224	174126	161570	209889	192536	255428	207148	167513	239090	160292	176413	160306	137404	246203	167616	126849	200419	226773	175913	153183	141425	176549	157964	139341	141352	200345	201680	239394	215450	165598	234374	251588	208064	158999	160304	191501	157993	255290	271642	191547	266655	228519	219345	203490	182156	176990	180325	206933	172861	280036	223871	99097	183346	175453	146362	Metabolism; Lipid Metabolism; Glycerolipid metabolism
Glycerophospholipid metabolism	286294	333082	444718	369445	214954	222324	233507	317223	312525	291465	263802	331289	280001	328758	332530	296573	315665	270577	310481	328317	253895	287288	346746	259433	274495	332678	365539	353733	261920	265908	312973	335610	249028	308012	334660	313437	287102	259914	221004	266347	276332	424393	339207	241422	277832	314129	281938	234115	269436	436280	254920	210545	286350	228513	247624	351409	372682	270655	244098	307906	299633	308552	267588	254908	355577	245384	264539	225151	211313	332819	249150	185865	272467	333268	259439	230203	211567	265783	223454	214096	226563	306884	280882	351139	315786	256949	360484	391086	292322	248042	240170	266404	227053	382291	336287	284057	372847	303426	322178	257887	263564	261095	267810	288564	270660	381738	281222	147164	224808	275010	205760	Metabolism; Lipid Metabolism; Glycerophospholipid metabolism
"Glycine, serine and threonine metabolism"	370268	445133	602800	481216	310986	292046	292451	432231	416171	366085	335198	406123	357814	422571	428888	388411	418180	353846	387287	427750	339532	373316	463069	322986	349770	430189	463114	458009	348193	338217	400216	437847	312075	382440	457074	427926	386428	336868	292984	343586	379516	524080	435867	327919	377625	351486	389738	314988	349935	555892	345049	266246	385229	307735	340150	455480	509902	374664	332693	382427	350148	435966	360128	324437	433472	306809	338782	298380	258268	444300	319386	228059	354427	418881	323781	290024	268484	335055	294676	260740	315087	374110	366317	451572	399483	356358	449035	503835	379396	314699	308397	355325	304124	511619	474894	363692	473827	395542	413656	365433	333204	331544	343444	373639	341396	485419	386765	193808	307346	347112	287100	"Metabolism; Amino Acid Metabolism; Glycine, serine and threonine metabolism"
Glycolysis / Gluconeogenesis	551905	668234	905719	695254	430469	435839	464064	601472	617963	549545	495393	620413	515535	659671	634598	564184	639610	533357	587773	616166	521669	560199	616901	491775	534326	637104	690571	743759	539486	514732	614320	634771	473198	583202	611051	687947	537006	534251	440121	497169	511242	841847	637856	468354	597966	616765	578056	509993	500151	796970	524394	398832	577014	463439	490785	701333	709142	531322	484628	573018	567568	696881	574982	481807	670891	460971	507439	471073	396651	671714	498844	358606	532248	626462	504291	447060	406573	518580	425277	408040	445967	591172	558399	641976	600465	507601	674188	701713	569701	491850	479207	537522	469451	712055	718381	542271	703457	634019	640220	551208	518218	499618	509947	547407	504266	806322	600976	281697	513942	503145	412938	Metabolism; Carbohydrate Metabolism; Glycolysis / Gluconeogenesis
Glycosaminoglycan biosynthesis - chondroitin sulfate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Metabolism; Glycan Biosynthesis and Metabolism; Glycosaminoglycan biosynthesis - chondroitin sulfate
Glycosaminoglycan degradation	7722	3797	2741	4885	7929	978	1423	2538	923	1614	2233	3516	50628	5120	11046	3319	3787	2859	2628	3830	8347	16683	2804	2088	2287	1211	3191	3176	12259	750	4357	2187	5006	2921	30523	11071	9335	2936	12780	23796	11445	10745	2301	16061	8557	31405	25526	18250	50626	61777	10104	4136	7590	21578	25061	2898	6231	41802	31994	3669	52551	8626	8439	2647	5140	1448	9102	9441	923	30680	707	1091	3139	4433	1838	12391	1269	8545	1441	1144	34389	9658	2079	38920	2225	37222	2427	70586	4432	10508	11311	7419	10131	90130	11852	2548	9171	13377	13751	8254	1597	3561	2065	3271	21598	5101	11193	7089	7424	28960	9854	Metabolism; Glycan Biosynthesis and Metabolism; Glycosaminoglycan degradation
Glycosphingolipid biosynthesis - ganglio series	2379	934	620	1293	2860	258	290	661	153	426	516	793	18804	1348	3043	537	887	839	678	842	1708	6166	892	506	591	388	684	193	8705	210	1048	638	1524	750	11934	6660	5690	852	9902	8777	7113	8119	564	4987	4501	11759	9509	6801	18848	23667	8065	1410	4272	17518	20401	427	1957	34233	25558	778	19825	4771	4380	740	1301	352	3260	5799	246	9998	146	250	708	1224	452	4327	340	2935	400	346	28366	3506	341	14618	469	30646	507	26510	1501	7904	4118	4905	7568	33186	6425	704	1703	4695	5019	4543	226	1173	326	841	7939	2467	7187	4609	4835	14217	7121	Metabolism; Glycan Biosynthesis and Metabolism; Glycosphingolipid biosynthesis - ganglio series
Glycosphingolipid biosynthesis - globo series	34195	41905	63901	45922	23633	23617	25869	39758	29975	33528	30493	36523	37933	38091	42558	35348	41396	28540	34924	39577	31389	32976	48051	28674	32965	40015	46240	48130	33728	26198	38819	40301	28451	35340	51005	47892	42856	27314	32534	34959	40946	41283	42829	28986	40273	32957	28409	34117	36843	75058	33986	22265	25490	42741	48038	39240	49169	68337	57009	36648	41464	46136	38562	27342	43717	26713	29096	31863	22305	46189	24414	20464	34503	38539	29662	24777	22947	28412	26924	23082	55428	34626	29810	52127	36703	61321	39944	59808	35078	32870	25747	37968	32592	65274	51384	31853	51075	41340	37335	38182	29112	29801	29398	35474	33076	22807	45639	20506	35958	39810	31369	Metabolism; Glycan Biosynthesis and Metabolism; Glycosphingolipid biosynthesis - globo series
Glycosphingolipid biosynthesis - lacto and neolacto series	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	2	0	0	9	0	0	1	1	0	0	1	3	0	1	0	0	1	5	18	26	1	3	0	33	6	0	1	0	0	3	1	0	3	0	0	0	3	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	16	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	2	0	4	0	2	0	3	2	1	0	0	0	0	0	1	0	0	1	0	0	0	6	2	15	46	1	Metabolism; Glycan Biosynthesis and Metabolism; Glycosphingolipid biosynthesis - lacto and neolacto series
Glycosylphosphatidylinositol(GPI)-anchor biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Metabolism; Glycan Biosynthesis and Metabolism; Glycosylphosphatidylinositol(GPI)-anchor biosynthesis
Glycosyltransferases	144902	162283	222918	181280	110933	108641	126823	166263	177708	142754	130127	166503	187384	166204	171457	146307	158383	138699	153870	161704	156850	171065	165387	129792	135554	165381	180098	176520	141836	134607	154701	169841	129636	156292	182169	157794	133891	123107	118470	146684	126755	222234	173630	142422	139732	145261	202220	135394	185494	247315	139319	104195	148307	119028	133418	173882	172741	138819	123585	150382	167838	151294	134603	123928	176474	121259	134444	117618	104305	204862	130231	91910	130658	165042	129555	125034	101635	158557	106888	106617	123216	159251	137578	195988	158565	135508	177685	241956	144042	133229	150947	125208	118298	260648	168214	138774	185015	165927	194123	124867	133849	129189	140117	141472	148918	195416	139414	69464	115598	146465	102424	Metabolism; Glycan Biosynthesis and Metabolism; Glycosyltransferases
Glyoxylate and dicarboxylate metabolism	224047	273719	370682	287909	196442	173188	172885	248152	249778	212141	199463	241344	231835	260642	261436	237899	259038	220141	229291	263394	248521	221882	282965	190131	209494	245709	277325	287448	188608	189212	235964	247770	182317	220911	287251	269778	244030	238569	158404	214556	238470	276702	255845	219552	231004	238069	255396	218859	229764	376226	191726	158034	219529	163180	184413	276840	307402	199353	179943	234125	233133	266140	223701	191499	262990	179579	204613	170692	148859	321681	185254	133667	212003	250040	192305	180519	157281	203469	173808	148412	164096	217395	222703	309359	231785	187032	263913	333986	220770	172495	186616	224098	170591	351196	307164	211979	296572	248324	252513	219422	193896	189519	207093	224613	206525	255475	237031	114506	193463	224406	173114	Metabolism; Carbohydrate Metabolism; Glyoxylate and dicarboxylate metabolism
GnRH signaling pathway	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	24	0	0	0	104	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	1	0	Organismal Systems; Endocrine System; GnRH signaling pathway
Hedgehog signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Environmental Information Processing; Signal Transduction; Hedgehog signaling pathway
Hematopoietic cell lineage	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	Organismal Systems; Immune System; Hematopoietic cell lineage
Hepatitis C	0	0	0	0	289	1	0	0	1	0	0	0	31	0	0	0	0	0	0	0	1480	0	0	0	0	0	0	0	828	0	0	0	2	0	542	18	256	540	331	0	830	100	0	325	146	236	868	166	34	316	334	0	16	731	435	1	0	880	832	0	6	730	210	0	0	0	0	69	0	916	0	0	0	0	0	0	0	0	0	0	549	1	0	155	0	502	2	43	0	131	0	25	846	1354	29	0	0	0	0	480	0	0	0	0	0	13	193	28	1	167	90	Human Diseases; Infectious Diseases; Hepatitis C
Histidine metabolism	296717	352521	459966	382058	244256	235771	243582	329670	333021	292882	269371	337890	254836	340730	336885	307848	339338	291066	316345	346167	284943	284337	340866	263595	288460	341267	375394	373596	288785	278827	324462	331447	255207	309949	336387	349623	299529	259231	233623	266839	290993	476869	338035	251864	297483	272375	285460	242437	244954	438356	277174	219012	324532	256825	285758	372894	382502	316165	276723	316691	257929	340269	290604	261770	359075	250663	276476	238566	213192	352536	269455	185979	293721	340160	268360	226667	216768	271212	234040	213719	260513	310495	300651	351082	319722	298422	357721	362222	302007	255903	243757	299379	243717	353728	356842	292692	383384	314886	329367	278465	274447	266905	280556	295775	267267	488139	307844	152866	252754	262030	221275	Metabolism; Amino Acid Metabolism; Histidine metabolism
Homologous recombination	475536	555721	725609	593554	384998	386558	394973	525461	536534	473445	427009	528311	376527	539641	516675	494651	534305	460522	504720	534052	397065	456298	534999	422256	458915	547590	585491	609301	440588	450075	513917	540175	407953	496606	496107	559525	450774	421621	369703	404535	431414	660648	541439	375536	468533	501520	438159	380319	358703	613145	435212	355072	508549	388728	431257	598959	588519	474071	420534	488777	437492	537612	456659	423935	561024	407605	442930	386766	344982	502459	435377	310771	459862	537598	427600	381165	354319	429769	377539	351191	399446	503425	481849	513032	512265	451510	566647	524635	488526	405810	393903	462614	375381	474797	559827	468109	581599	508985	528207	438080	445997	437757	443367	470501	408821	632703	483080	242331	410177	422093	357162	Genetic Information Processing; Replication and Repair; Homologous recombination
Huntington's disease	5790	6162	4864	4924	7615	4437	5857	6353	7980	5076	4122	4772	19458	6722	6233	5216	5383	7498	4538	4342	9001	10399	6411	3784	4609	6308	4618	4943	7159	4951	5412	6988	4661	3725	15108	7045	6777	11800	7018	8972	7638	4783	5903	11752	6554	19970	22818	8135	20412	17530	6018	3754	6582	7725	7602	6173	7105	10252	8739	4884	22364	8238	6548	4543	4977	4076	6331	5873	2805	14403	4055	4255	4541	5865	3814	9551	3913	8224	3634	3602	8298	5893	4839	12449	5093	8790	5845	22014	5610	5430	9366	6627	6658	26905	9433	4553	5748	6963	11702	8238	5076	4680	5519	5349	8422	5854	6436	5017	4240	12168	6731	Human Diseases; Neurodegenerative Diseases; Huntington's disease
Hypertrophic cardiomyopathy (HCM)	1	1	0	0	0	0	0	0	0	0	0	2	0	0	6	0	0	4	0	0	1	4	0	0	0	0	0	0	0	0	2	2	0	0	2	0	0	1	0	0	2	0	2	0	1	1	0	2	0	0	0	0	0	0	1	0	0	0	1	0	6	0	2	1	11	0	3	0	0	16	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	6	1	1	20	0	0	0	0	0	1	0	0	0	0	0	2	2	1	0	2	0	0	2	0	Human Diseases; Cardiovascular Diseases; Hypertrophic cardiomyopathy (HCM)
Indole alkaloid biosynthesis	0	0	0	1	2	0	0	0	0	0	0	2	0	0	2	0	0	2	0	0	0	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	1	2	1	0	1	0	0	0	1	1	0	0	0	1	0	1	0	0	0	10	0	0	0	2	0	5	0	0	19	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	27	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	Metabolism; Biosynthesis of Other Secondary Metabolites; Indole alkaloid biosynthesis
Influenza A	43	13	10	17	441	33	110	34	167	78	34	28	132	54	42	55	9	206	25	20	1599	144	62	28	30	65	22	48	837	42	27	100	27	53	657	61	302	625	456	7	844	150	102	519	162	345	1191	219	171	344	339	15	20	744	459	40	10	895	852	55	102	731	248	27	57	14	30	70	17	1239	40	62	21	34	11	147	30	186	8	45	560	35	33	197	50	510	82	106	14	141	265	35	849	1447	35	24	8	30	261	484	53	5	134	60	9	19	197	28	32	277	104	Human Diseases; Infectious Diseases; Influenza A
Inorganic ion transport and metabolism	66791	78807	112847	78013	49693	45461	50147	67253	69092	61711	55588	70558	125361	76537	80923	61425	78427	59212	66460	67594	55303	85201	70450	55284	61628	72047	82789	82811	65387	55110	70876	70222	56084	64165	101309	82651	61503	54848	56492	87702	60732	92622	72868	63905	75170	104805	98211	88378	124488	154946	66134	45892	60742	58589	62047	79364	85098	69731	63804	65174	128253	86439	69930	52714	81454	49535	64608	57567	44624	107226	50724	40296	56729	76288	57350	61372	43030	68553	45497	44457	62164	75934	62623	117026	67196	67789	76840	174801	65918	61331	69026	57730	59316	200955	90895	58980	80899	91020	87262	68512	54969	57601	55657	65054	82530	64763	77500	35383	62141	91553	49835	Unclassified; Cellular Processes and Signaling; Inorganic ion transport and metabolism
Inositol phosphate metabolism	37318	44770	61808	48793	27349	28938	30669	41773	43630	37389	34434	42511	48656	43578	43995	39196	44066	35637	41100	42741	34014	42577	39758	34490	36647	42258	45721	46922	40307	34684	41315	43604	31411	41222	46550	47745	36289	33767	35041	38576	35866	56417	44854	33333	44854	47310	47191	37050	48587	61314	38282	27892	32124	36199	37159	46286	49668	41027	37622	37040	50457	51147	41255	32096	46446	31926	36749	36386	28692	49238	33955	24769	35466	42304	33740	32362	27792	38177	29093	29487	35683	41442	36863	48082	41349	39021	47813	60766	38405	37149	36580	34886	36662	67690	49567	36323	46581	44399	46323	41070	34813	34033	33803	38238	39248	45175	41981	20057	35354	39951	30294	Metabolism; Carbohydrate Metabolism; Inositol phosphate metabolism
